,순위,단어,품사,풀이,등급,단어 Revised
4517,3371.0,전개하다02,동,展開-,C,전개하다
4518,3495.0,전공05,명,專攻,B,전공
4519,4936.0,전공하다01,동,專攻-,C,전공하다
4520,9762.0,전구10,명,電球,C,전구
4521,709.0,전국03,명,全國,B,전국
4522,4154.0,전국적,명,全國的,C,전국적
4523,2878.0,전기09,명,前期,C,전기
4524,7610.0,전기12,명,傳記,C,전기
4525,1834.0,전기15,명,電氣,B,전기
4526,6884.0,전기밥솥,명,,B,전기밥솥
4527,3372.0,전날,명,前-,B,전날
4528,4459.0,전달03,명,傳達,C,전달
4529,3712.0,전달되다,동,傳達-,C,전달되다
4530,2424.0,전달하다02,동,傳達-,B,전달하다
4531,,전라도,고,全羅道,B,전라도
4532,1500.0,전망03,명,展望,C,전망
4533,4731.0,전망하다02,동,展望-,C,전망하다
4534,1015.0,전문08,명,專門,B,전문
4535,1379.0,전문가,명,專門家,B,전문가
4536,5805.0,전문적,명,專門的,C,전문적
4537,9765.0,전문점,명,專門店,C,전문점
4538,7358.0,전문직,명,專門職,C,전문직
4539,4155.0,전반03,명,全般,C,전반
4540,3373.0,전반적,명,全般的,C,전반적
4541,3202.0,전부05,명,全部,B,전부
4542,3713.0,전부05,부,全部,B,
4543,5662.0,전선10,명,戰線,C,전선
4544,5399.0,전설04,명,傳說,C,전설
4545,7110.0,전세07,명,傳貰,C,전세
4546,5140.0,전시04,명,展示,C,전시
4547,10226.0,전시되다,동,展示-,C,전시되다
4548,7900.0,전시장,명,展示場,C,전시장
4549,7612.0,전시하다01,동,展示-,C,전시하다
4550,4460.0,전시회,명,展示會,C,전시회
4551,3774.0,전용04,명,專用,C,전용
4552,2293.0,전자06,명,電子,B,전자
4553,533.0,전쟁,명,戰爭,B,전쟁
4554,,전주,고,全州,C,전주
4555,4643.0,전철04,명,電鐵,B,전철
4556,329.0,전체01,명,全體,B,전체
4557,2393.0,전체적,명,全體的,B,전체적
4558,881.0,전통06,명,傳統,B,전통
4559,9767.0,전통문화,명,傳統文化,C,전통문화
4560,2455.0,전통적,명,傳統的,B,전통적
4561,797.0,전하다,동,傳-,B,전하다
4562,2294.0,전해지다,동,傳-,B,전해지다
4563,496.0,전혀01,부,全-,B,전혀
4564,375.0,전화07,명,電話,A,전화
4565,7360.0,전화기,명,電話機,B,전화기
4566,3836.0,전화번호,명,電話番號,A,전화번호
4567,4461.0,전화하다02,동,電話-,A,전화하다
4568,2295.0,전환03,명,轉換,C,전환
4569,4462.0,전환하다02,동,轉換-,C,전환하다
4570,4938.0,전후01,명,前後,C,전후
4571,2510.0,절01,명,사찰,B,절
4572,3327.0,절02,명,~을 하다,B,절
4573,5401.0,절08,명,節,C,절
4574,3434.0,절대05,부,絶對,B,절대
4575,4233.0,절대05,명,絶對,C,
4576,2477.0,절대로,부,絶對-,B,절대로
4577,3248.0,절대적,명,絶對的,C,절대적
4578,3656.0,절망02,명,絶望,C,절망
4579,2394.0,절반,명,折半,B,절반
4580,7904.0,절약,명,節約,C,절약
4581,6676.0,절약하다,동,節約-,B,절약하다
4582,1430.0,절차02,명,節次,C,절차
4583,528.0,젊다,형,,B,젊다
4584,1255.0,젊은이,명,,B,젊은이
4585,5808.0,젊음,명,,C,젊음
4586,1577.0,점10,의,點,B,점
4587,109.0,점10,명,點,B,
4588,5273.0,점검,명,點檢,C,점검
4589,3602.0,점수06,명,點數,B,점수
4590,2256.0,점심,명,點心,A,점심
4591,9328.0,점심때,명,點心-,B,점심때
4592,6132.0,점심시간,명,點心時間,A,점심시간
4593,8536.0,점원01,명,店員,B,점원
4594,5809.0,점잖다,형,,C,점잖다
4595,1143.0,점점01,부,漸漸,B,점점
4596,1285.0,점차02,부,漸次,B,점차
4597,1785.0,접근,명,接近,C,접근
4598,2395.0,접근하다,동,接近-,C,접근하다
4599,3657.0,접다01,동,,C,접다
4600,4234.0,접시,명,,B,접시
4601,2536.0,접촉,명,接觸,C,접촉
4602,3086.0,접하다01,동,接-,C,접하다
4603,4550.0,젓가락,명,,A,젓가락
4604,2559.0,젓다01,동,,B,젓다
4605,2269.0,정20,명,情,B,정
4606,9769.0,정거장,명,停車場,B,정거장
4607,3497.0,정기07,명,定期,C,정기
4608,7616.0,정기적,명,定期的,C,정기적
4609,7906.0,정답,명,正答,B,정답
4610,1422.0,정당07,명,政黨,C,정당
4611,86.0,정도11,명,程度,B,정도
4612,5966.0,정류장,명,停留場,A,정류장
4613,2323.0,정리09,명,整理,B,정리
4614,6302.0,정리되다,동,整理-,C,정리되다
4615,1212.0,정리하다,동,整理-,B,정리하다
4616,349.0,정말01,부,正-,A,정말
4617,5275.0,정말01,감,正-,B,
4618,3129.0,정말01,명,正-,B,
4619,2425.0,정말로,부,正-,B,정말로
4620,2906.0,정면01,명,正面,C,정면
4621,4305.0,정문03,명,正門,B,정문
4622,6677.0,정반대,명,正反對,C,정반대
4623,435.0,정보06,명,情報,B,정보
4624,3886.0,정보화,명,情報化,C,정보화
4625,136.0,정부08,명,政府,C,정부
4626,3328.0,정비05,명,整備,C,정비
4627,4939.0,정상02,명,正常,C,정상
4628,1931.0,정상11,명,頂上,B,정상
4629,4940.0,정상적,명,正常的,C,정상적
4630,3087.0,정성11,명,精誠,C,정성
4631,2609.0,정식01,명,正式,B,정식
4632,319.0,정신12,명,精神,B,정신
4633,5547.0,정신과,명,精神科,C,정신과
4634,5968.0,정신없이,부,精神-,C,정신없이
4635,2270.0,정신적,명,精神的,B,정신적
4636,7907.0,정오01,명,正午,C,정오
4637,5276.0,정원06,명,庭園,B,정원
4638,8205.0,정장04,명,正裝,C,정장
4639,5666.0,정지06,명,停止,C,정지
4640,5969.0,정직하다01,형,正直-,C,정직하다
4641,234.0,정치03,명,政治,B,정치
4642,2560.0,정치권,명,政治權,C,정치권
4643,2843.0,정치인,명,政治人,C,정치인
4644,2844.0,정치적,명,政治的,B,정치적
4645,4463.0,정치학,명,政治學,C,정치학
4646,803.0,정하다03,동,定-,B,정하다
4647,2939.0,정해지다,동,定-,B,정해지다
4648,1016.0,정확하다01,형,正確-,B,정확하다
4649,2257.0,정확히01,부,正確-,B,정확히
4650,5403.0,젖,명,,C,젖
4651,1466.0,젖다01,동,,B,젖다
4652,2809.0,제거하다,동,除去-,C,제거하다
4653,4236.0,제공04,명,提供,C,제공
4654,1440.0,제공하다02,동,提供-,B,제공하다
4655,36191.0,제과점,명,製菓店,C,제과점
4656,619.0,제대로,부,,B,제대로
4657,7909.0,제대하다,동,除隊-,C,제대하다
4658,5549.0,제도적,명,制度的,C,제도적
4659,1524.0,제목02,명,題目,B,제목
4660,3547.0,제발01,부,,B,제발
4661,3162.0,제법01,부,,B,제법
4662,4017.0,제비02,명,동물,C,제비
4663,1932.0,제사07,명,祭祀,C,제사
4664,8539.0,제삿날,명,祭祀-,C,제삿날
4665,4833.0,제시02,명,提示,C,제시
4666,3659.0,제시되다,동,提示-,C,제시되다
4667,932.0,제시하다01,동,提示-,C,제시하다
4668,4018.0,제안02,명,提案,C,제안
4669,4019.0,제안하다02,동,提案-,C,제안하다
4670,3088.0,제약01,명,制約,C,제약
4671,4834.0,제외되다,동,除外-,C,제외되다
4672,1467.0,제외하다,동,除外-,C,제외하다
4673,3498.0,제의04,명,提議,C,제의
4674,5667.0,제의하다,동,提議-,C,제의하다
4675,733.0,제일04,명,第一,A,제일
4676,2032.0,제자01,명,弟子,C,제자
4677,4160.0,제자리,명,,C,제자리
4678,2221.0,제작02,명,製作,C,제작
4679,3249.0,제작하다02,동,製作-,C,제작하다
4680,,제주도,고,濟州島,A,제주도
4681,7366.0,제출02,명,提出,C,제출
4682,2976.0,제출하다02,동,提出-,B,제출하다
4683,516.0,제품02,명,製品,B,제품
4684,2222.0,제한01,명,制限,B,제한
4685,3603.0,제한되다,동,制限-,C,제한되다
4686,3436.0,제한하다,동,制限-,C,제한하다
4687,1726.0,조13,의,條,C,조
4688,6303.0,조15,의,組,C,조
4689,6680.0,조15,명,組,C,
4690,3049.0,조각01,명,얼음 ~,C,조각
4691,2907.0,조각05,명,彫刻,B,조각
4692,5812.0,조개01,명,동물,C,조개
4693,468.0,조건02,명,條件,B,조건
4694,5142.0,조그마하다,형,,C,조그마하다
4695,2324.0,조그맣다,형,,B,조그맣다
4696,738.0,조금01,부,,A,조금
4697,663.0,조금01,명,,A,
4698,1735.0,조금씩,부,,B,조금씩
4699,5277.0,조기05,명,早期,C,조기
4700,7116.0,조깅,명,jogging,C,조깅
4701,5406.0,조르다02,동,요구하다,C,조르다
4702,5668.0,조명06,명,照明,C,조명
4703,1736.0,조미료,명,調味料,C,조미료
4704,336.0,조사30,명,調査,B,조사
4705,885.0,조사하다12,동,調査-,B,조사하다
4706,1583.0,조상07,명,祖上,B,조상
4707,,조선05,고,朝鮮,C,조선
4708,2977.0,조심스럽다,형,操心-,B,조심스럽다
4709,2666.0,조심하다02,동,操心-,B,조심하다
4710,2610.0,조용하다01,형,,A,조용하다
4711,2047.0,조용히,부,,B,조용히
4712,5551.0,조절02,명,調節,C,조절
4713,3837.0,조절하다02,동,調節-,C,조절하다
4714,3838.0,조정09,명,調整,C,조정
4715,5971.0,조정하다06,동,調整-,C,조정하다
4716,683.0,조직,명,組織,C,조직
4717,4835.0,조카,명,,B,조카
4718,5669.0,조화되다,동,調和-,C,조화되다
4719,5278.0,존경하다,동,尊敬-,C,존경하다
4720,9778.0,존댓말,명,尊待-,B,존댓말
4721,510.0,존재,명,存在,C,존재
4722,798.0,존재하다,동,存在-,C,존재하다
4723,3437.0,존중하다,동,尊重-,C,존중하다
4724,7913.0,졸다01,동,,B,졸다
4725,10242.0,졸리다01,동,자고 싶다,C,졸리다
4726,2845.0,졸업,명,卒業,A,졸업
4727,6307.0,졸업생,명,卒業生,B,졸업생
4728,2145.0,졸업하다,동,卒業-,A,졸업하다
4729,10243.0,졸음01,명,,C,졸음
4730,90.0,좀02,부,조금,A,좀
4731,1754.0,좁다01,형,,B,좁다
4732,8210.0,좁히다01,동,,C,좁히다
4733,1810.0,종09,명,種,B,종
4734,5279.0,종13,명,鐘,C,종
4735,921.0,종교,명,宗敎,B,종교
4736,7619.0,종교적,명,宗敎的,C,종교적
4737,,종로,고,鍾路,B,종로
4738,973.0,종류02,명,種類,B,종류
4739,5281.0,종소리,명,鐘-,C,종소리
4740,2512.0,종업원,명,從業員,B,종업원
4741,1423.0,종이01,명,,A,종이
4742,10245.0,종이컵,명,-cup,B,종이컵
4743,3499.0,종일01,명,終日,B,종일
4744,3887.0,종종04,부,種種. ~ 놀러 오세요,C,종종
4745,1266.0,종합,명,綜合,B,종합
4746,5052.0,종합하다,동,綜合-,C,종합하다
4747,45.0,좋다01,형,,A,좋다
4748,8212.0,좋아,감,,C,좋아
4749,3500.0,좋아지다,동,,B,좋아지다
4750,438.0,좋아하다,동,,A,좋아하다
4751,4464.0,좌석,명,座席,B,좌석
4752,2748.0,좌우01,명,左右,C,좌우
4753,1799.0,죄03,명,罪,C,죄
4754,2724.0,죄송하다,형,罪悚-,A,죄송하다
4755,3948.0,죄인,명,罪人,C,죄인
4756,2749.0,주03,관,主. ~ 고객,C,주
4757,2585.0,주26,의,週,A,주
4758,2183.0,주26,명,週,A,
4759,5552.0,주거02,명,住居,C,주거
4760,2698.0,주고받다,동,,C,주고받다
4761,7620.0,주관적,명,主觀的,C,주관적
4762,4553.0,주년02,의,周年,C,주년
4763,23.0,주다01,보,,A,주다
4764,101.0,주다01,동,,A,
4765,641.0,주로01,부,主-,B,주로
4766,5973.0,주름01,명,,C,주름
4767,8546.0,주름살,명,,C,주름살
4768,1933.0,주말02,명,週末,A,주말
4769,2348.0,주머니,명,,B,주머니
4770,2699.0,주먹,명,,B,주먹
4771,5816.0,주무시다,동,,B,주무시다
4772,10247.0,주문03,명,呪文,C,주문
4773,4467.0,주문04,명,注文,C,주문
4774,5408.0,주문하다01,동,注文-,B,주문하다
4775,507.0,주민,명,住民,C,주민
4776,3660.0,주방05,명,廚房,C,주방
4777,654.0,주변04,명,周邊,B,주변
4778,1765.0,주부03,명,主婦,B,주부
4779,5409.0,주사13,명,注射,B,주사
4780,4836.0,주소01,명,住所,A,주소
4781,5553.0,주스,명,juice,A,주스
4782,1835.0,주식03,명,株式,C,주식
4783,1489.0,주어지다,동,,C,주어지다
4784,1058.0,주요01,명,主要,B,주요
4785,4380.0,주요하다,형,主要-,C,주요하다
4786,743.0,주위02,명,周圍,B,주위
4787,3330.0,주의07,명,注意,C,주의
4788,3949.0,주의하다01,동,注意-,C,주의하다
4789,825.0,주인01,명,主人,A,주인
4790,1310.0,주인공,명,主人公,B,주인공
4791,9340.0,주일03,의,週日,C,주일
4792,729.0,주장03,명,主張,C,주장
4793,503.0,주장하다01,동,主張-,B,주장하다
4794,3016.0,주저앉다,동,,C,주저앉다
4795,9783.0,주전자,명,酒煎子,C,주전자
4796,836.0,주제04,명,主題,B,주제
4797,14862.0,주차04,명,駐車,B,주차
4798,5143.0,주차장,명,駐車場,B,주차장
4799,19443.0,주차하다01,동,駐車-,B,주차하다
4800,1478.0,주택,명,住宅,B,주택
4801,5144.0,주한02,명,駐韓,C,주한
4802,8218.0,죽03,부,줄을 ~ 긋다,C,죽
4803,4381.0,죽07,명,粥,B,죽
4804,231.0,죽다01,동,굶어 ~,A,죽다
4805,6308.0,죽다01,보,심심해 ~,B,
4806,985.0,죽음01,명,,B,죽음
4807,1215.0,죽이다01,동,굶겨 ~,B,죽이다
4808,1074.0,준비,명,準備,A,준비
4809,5554.0,준비되다,동,準備-,B,준비되다
4810,3950.0,준비물,명,準備物,B,준비물
4811,1107.0,준비하다,동,準備-,A,준비하다
4812,1205.0,줄01,명,~로 감다,B,줄
4813,343.0,줄04,의,방법,B,줄
4814,5673.0,줄거리01,명,,C,줄거리
4815,3130.0,줄곧,부,,C,줄곧
4816,2325.0,줄기01,명,,B,줄기
4817,2810.0,줄다,동,,B,줄다
4818,8219.0,줄무늬,명,,B,줄무늬
4819,1704.0,줄어들다,동,,C,줄어들다
4820,896.0,줄이다,동,,B,줄이다
4821,2781.0,줍다01,동,,B,줍다
4822,66.0,중04,의,中,B,중
4823,1681.0,중간01,명,中間,B,중간
4824,5819.0,중계방송,명,中繼放送,C,중계방송
4825,,중국,고,中國,A,중국
4826,19454.0,중국어,명,中國語,A,중국어
4827,11408.0,중국집,명,中國-,B,중국집
4828,5145.0,중년01,명,中年,C,중년
4829,5674.0,중단04,명,中斷,C,중단
4830,5555.0,중단되다,동,中斷-,C,중단되다
4831,4554.0,중단하다,동,中斷-,C,중단하다
4832,4555.0,중대하다01,형,重大-,C,중대하다
4833,5820.0,중독01,명,中毒,C,중독
4834,2879.0,중반03,명,中盤,C,중반
4835,3051.0,중부03,명,中部,C,중부
4836,1823.0,중세02,명,中世,C,중세
4837,2048.0,중소기업,명,中小企業,C,중소기업
4838,5283.0,중순,명,中旬,C,중순
4839,36464.0,중식80,명,中食. 중국 음식,C,중식
4840,308.0,중심01,명,中心,B,중심
4841,4556.0,중심지,명,中心地,C,중심지
4842,872.0,중앙01,명,中央,C,중앙
4843,3839.0,중얼거리다,동,,C,중얼거리다
4844,5974.0,중요02,명,重要,B,중요
4845,2725.0,중요성,명,重要性,B,중요성
4846,5556.0,중요시하다,동,重要視-,C,중요시하다
4847,220.0,중요하다02,형,重要-,A,중요하다
4848,1996.0,중학교,명,中學校,A,중학교
4849,5053.0,중학생,명,中學生,A,중학생
4850,3250.0,쥐02,명,동물,B,쥐
4851,1413.0,쥐다01,동,주먹을 ~,B,쥐다
4852,267.0,즉01,부,卽,B,즉
4853,7918.0,즉석,명,卽席,C,즉석
4854,2611.0,즉시,명,卽時,B,즉시
4855,3203.0,즐거움,명,,B,즐거움
4856,9345.0,즐거워하다,동,,B,즐거워하다
4857,1002.0,즐겁다,형,,A,즐겁다
4858,687.0,즐기다01,동,,B,즐기다
4859,2513.0,증가01,명,增加,C,증가
4860,1441.0,증가하다01,동,增加-,C,증가하다
4861,2146.0,증거,명,證據,C,증거
4862,2014.0,증권01,명,證券,C,증권
4863,3017.0,증권사,명,證券社,C,증권사
4864,3296.0,증명하다,동,證明-,C,증명하다
4865,2271.0,증상01,명,症狀,B,증상
4866,4021.0,증세01,명,症勢,B,증세
4867,688.0,지02,의,만난 ~ 오래되다,B,지
4868,5284.0,지각04,명,知覺,C,지각
4869,3888.0,지갑03,명,紙匣,A,지갑
4870,5411.0,지겹다,형,,C,지겹다
4871,2296.0,지경02,의,地境,C,지경
4872,2811.0,지구03,명,地區,B,지구
4873,773.0,지구04,명,地球,B,지구
4874,3778.0,지극히,부,至極-,C,지극히
4875,195.0,지금03,부,只今,A,지금
4876,176.0,지금03,명,只今,A,
4877,6894.0,지금껏,부,只今-,C,지금껏
4878,5821.0,지급01,명,支給,C,지급
4879,3841.0,지급하다01,동,支給-,C,지급하다
4880,961.0,지나가다,동,,B,지나가다
4881,97.0,지나다,동,,B,지나다
4882,4237.0,지나치다,동,,C,지나치다
4883,1059.0,지나치다,형,,B,
4884,4022.0,지난날,명,,C,지난날
4885,1643.0,지난달,명,,A,지난달
4886,3331.0,지난번,명,-番,B,지난번
4887,7371.0,지난주,명,-週,A,지난주
4888,523.0,지난해,명,,B,지난해
4889,600.0,지내다01,동,,A,지내다
4890,10254.0,지능,명,知能,C,지능
4891,477.0,지니다,동,,C,지니다
4892,2751.0,지다02,동,해가 ~,B,지다
4893,3204.0,지다03,동,전쟁에 ~,B,지다
4894,5147.0,지다04,동,그늘이 ~,C,지다
4895,1776.0,지다05,동,등에 ~,B,지다
4896,1888.0,지대07,명,地帶,C,지대
4897,1901.0,지도03,명,地圖,A,지도
4898,2372.0,지도09,명,指導,C,지도
4899,1682.0,지도자,명,指導者,C,지도자
4900,6137.0,지도하다,동,指導-,C,지도하다
4901,4161.0,지루하다01,형,,C,지루하다
4902,1644.0,지르다03,동,소리를 ~,B,지르다
4903,6896.0,지름길,명,,C,지름길
4904,,지리산,고,智異山,C,지리산
4905,275.0,지방05,명,地方,B,지방
4906,7920.0,지방09,명,脂肪,C,지방
4907,1954.0,지배하다01,동,支配-,C,지배하다
4908,4102.0,지불하다01,동,支拂-,C,지불하다
4909,2478.0,지붕,명,,B,지붕
4910,3605.0,지속되다,동,持續-,C,지속되다
4911,2586.0,지속적,명,持續的,C,지속적
4912,2103.0,지시02,명,指示,C,지시
4913,2880.0,지시하다,동,指示-,C,지시하다
4914,822.0,지식02,명,知識,C,지식
4915,2373.0,지식인,명,知識人,C,지식인
4916,162.0,지역03,명,地域,B,지역
4917,11421.0,지우개,명,,A,지우개
4918,2812.0,지우다01,동,낙서를 ~,A,지우다
4919,9788.0,지우다05,동,짐을 ~,C,지우다
4920,8224.0,지워지다,동,,C,지워지다
4921,1032.0,지원02,명,支援,C,지원
4922,2479.0,지원하다01,동,支援-,C,지원하다
4923,1902.0,지위04,명,地位,C,지위
4924,8225.0,지저분하다,형,,C,지저분하다
4925,6138.0,지적01,명,知的,C,지적
4926,1621.0,지적05,명,指摘,C,지적
4927,3297.0,지적되다,동,指摘-,C,지적되다
4928,976.0,지적하다,동,指摘-,C,지적하다
4929,5557.0,지점01,명,支店,C,지점
4930,3298.0,지점03,명,地點,B,지점
4931,2700.0,지지06,명,支持,C,지지
4932,6897.0,지진02,명,地震,C,지진
4933,3131.0,지출01,명,支出,C,지출
4934,2258.0,지치다01,동,일에 ~,B,지치다
4935,1786.0,지켜보다,동,,C,지켜보다
4936,381.0,지키다01,동,,B,지키다
4937,8943.0,지폐,명,紙幣,C,지폐
4938,1745.0,지하,명,地下,A,지하
4939,11424.0,지하도,명,地下道,B,지하도
4940,1755.0,지하철,명,地下鐵,A,지하철
4941,1934.0,지혜02,명,智慧,C,지혜
4942,5285.0,직선01,명,直線,C,직선
4943,1578.0,직업,명,職業,B,직업
4944,1187.0,직원03,명,職員,B,직원
4945,1052.0,직장05,명,職場,B,직장
4946,7629.0,직장인,명,職場人,C,직장인
4947,2978.0,직전02,명,直前,C,직전
4948,561.0,직접,부,直接,B,직접
4949,2942.0,직접,명,直接,B,
4950,2049.0,직접적,명,直接的,C,직접적
4951,2015.0,직후,명,直後,C,직후
4952,4024.0,진급,명,進級,C,진급
4953,3205.0,진단02,명,診斷,C,진단
4954,5559.0,진단하다,동,診斷-,C,진단하다
4955,7378.0,진달래,명,,B,진달래
4956,6689.0,진동03,명,振動,C,진동
4957,6139.0,진로02,명,進路,C,진로
4958,6489.0,진료,명,診療,C,진료
4959,1766.0,진리,명,眞理,C,진리
4960,2050.0,진실02,명,眞實,C,진실
4961,8945.0,진실로,부,眞實-,C,진실로
4962,5822.0,진실하다,형,眞實-,C,진실하다
4963,7630.0,진심01,명,眞心,C,진심
4964,2374.0,진지하다,형,眞摯-,C,진지하다
4965,2480.0,진짜,명,眞-,B,진짜
4966,1431.0,진짜,부,眞-,B,
4967,16173.0,진찰02,명,診察,C,진찰
4968,2782.0,진출02,명,進出,B,진출
4969,3662.0,진출하다02,동,進出-,C,진출하다
4970,8226.0,진통01,명,陣痛,C,진통
4971,3018.0,진하다01,형,津-,B,진하다
4972,2297.0,진행02,명,進行,C,진행
4973,1246.0,진행되다,동,進行-,B,진행되다
4974,6140.0,진행자,명,進行者,C,진행자
4975,2587.0,진행하다,동,進行-,B,진행하다
4976,2667.0,질08,명,質,B,질
4977,1144.0,질문,명,質問,A,질문
4978,7634.0,질문하다,동,質問-,A,질문하다
4979,3206.0,질병02,명,疾病,C,질병
4980,607.0,질서03,명,秩序,B,질서
4981,4942.0,질적,명,質的,C,질적
4982,2538.0,짐01,명,,B,짐
4983,5414.0,짐작,명,斟酌,C,짐작
4984,2979.0,짐작하다,동,斟酌-,C,짐작하다
4985,49.0,집01,명,,A,집
4986,1756.0,집다01,동,,B,집다
4987,552.0,집단,명,集團,C,집단
4988,4736.0,집단적,명,集團的,C,집단적
4989,1213.0,집안01,명,,B,집안
4990,4468.0,집안일,명,,C,집안일
4991,3333.0,집어넣다,동,,C,집어넣다
4992,2243.0,집중02,명,集中,B,집중
4993,3163.0,집중되다,동,集中-,C,집중되다
4994,4560.0,집중적,명,集中的,C,집중적
4995,9354.0,집중하다02,동,集中-,C,집중하다
4996,1525.0,짓01,명,,B,짓
4997,247.0,짓다01,동,,B,짓다
4998,2482.0,짙다02,형,,B,짙다
4999,2944.0,짚다01,동,,C,짚다
5000,3207.0,짜다01,동,관을 ~,C,짜다
5001,5057.0,짜다02,동,빨래를 ~,C,짜다
5002,9356.0,짜다03,형,음식이 ~,A,짜다
5003,3663.0,짜증,명,,B,짜증
5004,9357.0,짜증스럽다,형,,C,짜증스럽다
5005,1622.0,짝01,명,~이 맞다,C,짝
5006,856.0,짧다,형,,A,짧다
5007,7637.0,짧아지다,동,,B,짧아지다
5008,10265.0,쩔쩔매다,동,,C,쩔쩔매다
5009,6142.0,쪽02,명,면,B,쪽
5010,7383.0,쪽03,의,부분,C,쪽
5011,233.0,쪽05,의,방향,A,쪽
5012,5415.0,쫓겨나다,동,,C,쫓겨나다
5013,3606.0,쫓기다,동,,C,쫓기다
5014,3089.0,쫓다,동,,C,쫓다
5015,3607.0,쭉,부,,C,쭉
5016,6693.0,찌개01,명,,A,찌개
5017,5148.0,찌꺼기,명,,C,찌꺼기
5018,7638.0,찌다01,동,살이 ~,B,찌다
5019,7385.0,찌다05,동,떡을 ~,C,찌다
5020,2668.0,찌르다,동,,B,찌르다
5021,1188.0,찍다02,동,서류에 도장을 ~,A,찍다
5022,4838.0,찍히다02,동,도장이 ~,C,찍히다
5023,5416.0,찢다,동,,C,찢다
5024,4652.0,찢어지다,동,,C,찢어지다
5025,962.0,차03,의,次,C,차
5026,417.0,차06,명,車,A,차
5027,3133.0,차08,명,差,C,차
5028,3052.0,차09,명,茶,A,차
5029,2067.0,차갑다,형,,B,차갑다
5030,7386.0,차남02,명,次男,B,차남
5031,994.0,차다01,동,가득 ~,C,차다
5032,2223.0,차다02,동,공을 ~,B,차다
5033,3890.0,차다03,동,시계를 ~,C,차다
5034,3716.0,차다04,형,날씨가 ~,B,차다
5035,1874.0,차라리,부,,C,차라리
5036,2016.0,차량01,명,車輛,C,차량
5037,658.0,차례01,명,次例,B,차례
5038,1386.0,차리다,동,,B,차리다
5039,3502.0,차림,명,,C,차림
5040,4383.0,차마,부,,C,차마
5041,2588.0,차별,명,差別,C,차별
5042,5679.0,차선03,명,車線,C,차선
5043,557.0,차이,명,差異,B,차이
5044,4738.0,차이점,명,差異點,C,차이점
5045,7924.0,차차01,부,次次,C,차차
5046,5823.0,차창,명,車窓,C,차창
5047,3550.0,차츰,부,,C,차츰
5048,4311.0,착각03,명,錯覺,C,착각
5049,5680.0,착각하다,동,錯覺-,C,착각하다
5050,1567.0,착하다,형,,B,착하다
5051,4740.0,찬물01,명,,B,찬물
5052,9800.0,찬성01,명,贊成,C,찬성
5053,8229.0,찬성하다,동,贊成-,C,찬성하다
5054,622.0,참01,부,참으로,A,참
5055,1800.0,참01,감,이것 ~,B,
5056,5058.0,참03,의,집에 가던 ~에,C,참
5057,4240.0,참가01,명,參加,C,참가
5058,2456.0,참가하다01,동,參加-,B,참가하다
5059,8561.0,참고하다,동,參考-,C,참고하다
5060,2813.0,참기름,명,,B,참기름
5061,1053.0,참다,동,,B,참다
5062,4562.0,참되다,형,,C,참되다
5063,1935.0,참새01,명,동물,C,참새
5064,8231.0,참석,명,參席,C,참석
5065,6901.0,참석자,명,參席者,C,참석자
5066,1966.0,참석하다,동,參席-,B,참석하다
5067,1645.0,참여,명,參與,C,참여
5068,1225.0,참여하다,동,參與-,C,참여하다
5069,5288.0,참외01,명,식물,C,참외
5070,1623.0,참으로,부,,C,참으로
5071,4384.0,참조02,명,參照,C,참조
5072,8562.0,찻잔,명,茶盞,B,찻잔
5073,4312.0,창09,명,窓,C,창
5074,6495.0,창가01,명,窓-,C,창가
5075,3439.0,창고01,명,倉庫,B,창고
5076,6902.0,창구01,명,窓口,C,창구
5077,2033.0,창문,명,窓門,A,창문
5078,2483.0,창밖,명,窓-,B,창밖
5079,3891.0,창작,명,創作,C,창작
5080,2783.0,창조03,명,創造,C,창조
5081,3164.0,창조적,명,創造的,C,창조적
5082,3503.0,창조하다,동,創造-,C,창조하다
5083,6312.0,창피하다,형,猖披-,C,창피하다
5084,191.0,찾다,동,,A,찾다
5085,1424.0,찾아가다,동,,B,찾아가다
5086,2326.0,찾아내다,동,,B,찾아내다
5087,6143.0,찾아다니다,동,,C,찾아다니다
5088,1112.0,찾아보다,동,,B,찾아보다
5089,1023.0,찾아오다,동,,B,찾아오다
5090,5059.0,채08,의,집 한 ~,C,채
5091,279.0,채09,의,옷을 입은 ~로,C,채
5092,3440.0,채10,부,말이 ~ 끝나기도 전에,C,채
5093,5417.0,채널,명,channel,B,채널
5094,3053.0,채소,명,菜蔬,B,채소
5095,1777.0,채우다03,동,자리를 ~,B,채우다
5096,7387.0,채점,명,採點,C,채점
5097,215.0,책01,명,冊,A,책
5098,7640.0,책가방,명,冊-,B,책가방
5099,10808.0,책방01,명,冊房,B,책방
5100,1653.0,책상01,명,冊床,A,책상
5101,758.0,책임,명,責任,B,책임
5102,6144.0,책임감,명,責任感,C,책임감
5103,2669.0,책임자,명,責任者,B,책임자
5104,3441.0,책임지다,동,,C,책임지다
5105,5978.0,챔피언,명,champion,B,챔피언
5106,1495.0,챙기다,동,,B,챙기다
5107,2561.0,처녀,명,處女,C,처녀
5108,1174.0,처리02,명,處理,C,처리
5109,2847.0,처벌,명,處罰,C,처벌
5110,184.0,처음,명,,A,처음
5111,2119.0,처지,명,處地,C,처지
5112,4944.0,척01,의,못 이기는 ~,C,척
5113,4162.0,척08,의,隻,C,척
5114,3377.0,척하다01,보,,C,척하다
